date,product,category,region,quantity,revenue
2023-02-20,Laptop,Eletronics,South America,5,4125
2023-11-04,Phone,Eletronics,Europe,4,520
2023-05-27,Phone,Eletronics,North America,5,1030
2024-02-01,Tablet,Eletronics,North America,2,1146
2023-06-11,Laptop,Eletronics,South America,5,1000
2024-12-12,Phone,Eletronics,North America,5,4035
2024-09-03,Tablet,Eletronics,South America,2,2168
2023-05-24,Laptop,Eletronics,Europe,1,229
2023-12-21,Laptop,Eletronics,North America,2,580
2023-08-09,Laptop,Eletronics,Europe,4,2088
2023-12-31,Headphones,Acessorioes,North America,2,1590
2023-01-22,Monitor,Eletronics,South America,1,305
2024-03-08,Phone,Eletronics,South America,2,1116
2023-09-11,Phone,Eletronics,Europe,3,516
2023-04-16,Tablet,Eletronics,Asia,1,647
2024-12-02,Monitor,Eletronics,Asia,5,2300
2024-11-19,Phone,Eletronics,South America,2,1416
2024-11-03,Monitor,Eletronics,Europe,5,1825
2024-06-05,Phone,Eletronics,North America,4,984
2024-06-10,Phone,Eletronics,Europe,1,596
2024-09-27,Tablet,Eletronics,South America,5,5115
2024-12-28,Phone,Eletronics,South America,1,1025
2023-08-12,Monitor,Eletronics,Asia,1,257
2024-05-04,Laptop,Eletronics,Asia,4,1956
2024-05-17,Monitor,Eletronics,Asia,3,1515
2023-05-05,Phone,Eletronics,South America,3,363
2023-04-25,Monitor,Eletronics,Europe,1,511
2024-09-01,Headphones,Acessorioes,Asia,4,2504
2024-05-26,Headphones,Acessorioes,South America,2,1456
2023-08-21,Monitor,Eletronics,Europe,3,2841
2024-08-23,Tablet,Eletronics,Asia,1,623
2024-02-13,Tablet,Eletronics,Europe,5,480
2023-11-26,Tablet,Eletronics,Asia,3,945
2024-03-13,Phone,Eletronics,Europe,3,1056
2023-12-27,Tablet,Eletronics,Europe,5,925
2023-01-08,Tablet,Eletronics,Asia,4,2808
2024-11-22,Monitor,Eletronics,Asia,5,3335
2023-07-19,Phone,Eletronics,North America,1,142
2023-02-10,Monitor,Eletronics,North America,5,310
2023-10-08,Headphones,Acessorioes,North America,2,270
2024-01-23,Monitor,Eletronics,Europe,2,820
2023-02-16,Phone,Eletronics,Europe,2,260
2023-06-18,Tablet,Eletronics,Asia,5,5040
2023-06-21,Laptop,Eletronics,Europe,1,910
2023-08-28,Tablet,Eletronics,Asia,1,593
2024-02-06,Laptop,Eletronics,Asia,2,548
2023-01-03,Tablet,Eletronics,Asia,1,841
2024-04-27,Laptop,Eletronics,Europe,3,1452
2024-10-21,Monitor,Eletronics,Europe,5,5205
2024-01-26,Monitor,Eletronics,Asia,5,370
2023-07-19,Laptop,Eletronics,Europe,1,1086
2023-07-14,Monitor,Eletronics,Europe,5,5040
2023-01-03,Headphones,Acessorioes,Asia,2,1566
2024-09-06,Headphones,Acessorioes,Europe,3,1122
2023-03-14,Monitor,Eletronics,Europe,2,1946
2024-05-09,Monitor,Eletronics,Europe,1,920
2023-10-15,Phone,Eletronics,Asia,1,531
2024-02-15,Phone,Eletronics,South America,2,504
2023-11-27,Tablet,Eletronics,Europe,5,2200
2023-11-19,Laptop,Eletronics,South America,2,1836
2024-10-17,Headphones,Acessorioes,Europe,2,698
2023-12-05,Tablet,Eletronics,Asia,4,324
2024-01-15,Monitor,Eletronics,Europe,4,3556
2024-10-06,Monitor,Eletronics,North America,1,594
2024-03-24,Laptop,Eletronics,South America,1,410
2023-03-10,Headphones,Acessorioes,North America,1,691
2023-08-19,Laptop,Eletronics,Asia,5,4870
2023-09-27,Phone,Eletronics,South America,5,4225
2023-05-28,Monitor,Eletronics,South America,2,854
2024-02-26,Phone,Eletronics,Europe,3,2802
2024-04-09,Laptop,Eletronics,Asia,2,1822
2024-03-14,Tablet,Eletronics,Asia,2,1514
2024-01-04,Tablet,Eletronics,South America,2,158
2024-04-01,Tablet,Eletronics,Asia,2,1328
2024-06-07,Phone,Eletronics,Asia,3,2628
2023-01-15,Tablet,Eletronics,Asia,2,442
2024-11-03,Phone,Eletronics,Europe,3,1809
2023-11-21,Laptop,Eletronics,South America,4,236
2024-07-20,Monitor,Eletronics,South America,5,2605
2024-11-11,Tablet,Eletronics,North America,3,2700
2024-08-19,Tablet,Eletronics,Europe,1,1059
2023-10-20,Monitor,Eletronics,North America,1,175
2024-12-13,Tablet,Eletronics,Europe,5,4285
2023-02-03,Tablet,Eletronics,Europe,2,1226
2024-07-24,Headphones,Acessorioes,Europe,3,1932
2024-12-01,Tablet,Eletronics,Europe,4,716
2024-06-02,Laptop,Eletronics,Asia,4,2820
2023-06-10,Headphones,Acessorioes,Europe,5,1865
2024-05-09,Phone,Eletronics,South America,5,730
2023-08-01,Monitor,Eletronics,Europe,1,633
2023-06-01,Phone,Eletronics,South America,1,702
2023-03-08,Monitor,Eletronics,North America,5,4775
2023-05-24,Phone,Eletronics,North America,1,577
2024-01-12,Monitor,Eletronics,Asia,4,3932
2024-06-28,Laptop,Eletronics,Asia,4,3408
2023-05-14,Headphones,Acessorioes,North America,3,2112
2024-11-18,Tablet,Eletronics,Asia,3,1461
2023-12-02,Monitor,Eletronics,Asia,4,1872
2024-08-29,Tablet,Eletronics,Asia,5,1085
2023-09-07,Headphones,Acessorioes,Europe,5,4120
2023-12-07,Monitor,Eletronics,Asia,3,2037
2023-05-25,Headphones,Acessorioes,North America,2,976
2023-01-10,Monitor,Eletronics,North America,3,528
2024-01-05,Phone,Eletronics,North America,1,649
2023-04-15,Laptop,Eletronics,South America,1,80
2024-07-14,Tablet,Eletronics,Europe,2,264
2024-11-22,Laptop,Eletronics,South America,2,2192
2024-01-27,Headphones,Acessorioes,Asia,2,774
2023-01-20,Phone,Eletronics,South America,4,2224
2024-06-19,Tablet,Eletronics,North America,1,283
2024-07-25,Tablet,Eletronics,Europe,3,2517
2023-02-17,Headphones,Acessorioes,Asia,4,2620
2024-12-25,Phone,Eletronics,North America,3,1077
2024-06-23,Phone,Eletronics,Europe,1,178
2023-12-27,Headphones,Acessorioes,South America,1,1054
2024-04-15,Headphones,Acessorioes,Asia,1,973
2024-01-13,Tablet,Eletronics,North America,2,1610
2023-05-15,Tablet,Eletronics,South America,1,449
2024-04-22,Tablet,Eletronics,North America,4,1728
2023-08-22,Laptop,Eletronics,Asia,2,1150
2023-05-03,Monitor,Eletronics,North America,3,2379
2024-05-20,Tablet,Eletronics,North America,3,2070
2024-06-28,Laptop,Eletronics,Europe,2,1338
2023-06-01,Laptop,Eletronics,Europe,2,504
2024-10-23,Phone,Eletronics,Asia,1,970
2024-05-26,Laptop,Eletronics,South America,1,1088
2023-08-04,Monitor,Eletronics,Europe,3,2583
2024-04-03,Monitor,Eletronics,Asia,5,365
2024-08-15,Phone,Eletronics,South America,3,1128
2024-09-12,Tablet,Eletronics,Europe,4,2260
2024-09-02,Phone,Eletronics,Asia,5,2525
2023-09-10,Laptop,Eletronics,Asia,4,2556
2023-06-29,Monitor,Eletronics,North America,1,862
2024-03-10,Headphones,Acessorioes,North America,4,2360
2023-01-13,Laptop,Eletronics,Asia,4,872
2023-03-22,Phone,Eletronics,North America,4,2900
2024-04-26,Monitor,Eletronics,North America,1,110
2023-06-27,Laptop,Eletronics,South America,4,3720
2023-09-04,Monitor,Eletronics,Europe,5,3475
2024-12-30,Phone,Eletronics,South America,5,1225
2023-08-30,Phone,Eletronics,South America,5,4640
2023-07-09,Phone,Eletronics,North America,1,175
2023-09-28,Tablet,Eletronics,North America,1,521
2023-10-20,Headphones,Acessorioes,North America,5,1900
2024-05-11,Headphones,Acessorioes,North America,5,1145
2024-10-26,Monitor,Eletronics,Asia,1,982
2024-11-02,Tablet,Eletronics,Europe,5,2365
2023-07-07,Tablet,Eletronics,Europe,3,1890
2023-11-28,Laptop,Eletronics,Europe,1,1097
2024-10-15,Monitor,Eletronics,North America,1,649
2024-08-02,Monitor,Eletronics,Asia,4,3076
2023-10-16,Phone,Eletronics,North America,3,1182
2023-02-11,Laptop,Eletronics,South America,2,1864
2024-05-26,Phone,Eletronics,South America,1,743
2023-02-12,Phone,Eletronics,North America,4,1992
2023-11-05,Monitor,Eletronics,South America,3,3084
2024-05-11,Phone,Eletronics,South America,1,919
2023-12-03,Laptop,Eletronics,South America,1,68
2023-12-12,Headphones,Acessorioes,Europe,4,2980
2024-01-15,Headphones,Acessorioes,Europe,1,563
2024-08-19,Monitor,Eletronics,South America,1,793
2023-04-17,Tablet,Eletronics,Asia,3,636
2023-10-26,Laptop,Eletronics,North America,2,154
2024-06-21,Headphones,Acessorioes,Asia,3,2256
2024-08-31,Laptop,Eletronics,North America,2,1206
2023-07-25,Phone,Eletronics,South America,2,742
2023-04-09,Monitor,Eletronics,North America,1,765
2023-05-13,Laptop,Eletronics,Europe,1,982
2024-10-25,Tablet,Eletronics,South America,3,1311
2023-05-31,Monitor,Eletronics,South America,4,3380
2023-09-22,Monitor,Eletronics,Asia,3,2730
2023-04-23,Laptop,Eletronics,South America,4,3092
2024-05-01,Laptop,Eletronics,North America,5,1295
2023-08-07,Tablet,Eletronics,North America,5,3620
2023-05-29,Headphones,Acessorioes,Asia,4,4012
2023-09-14,Headphones,Acessorioes,Europe,4,3672
2023-07-31,Phone,Eletronics,Europe,1,907
2023-05-27,Monitor,Eletronics,North America,4,3400
2024-10-10,Headphones,Acessorioes,North America,2,792
2024-08-08,Tablet,Eletronics,South America,2,1914
2023-05-07,Monitor,Eletronics,South America,4,2616
2023-05-12,Headphones,Acessorioes,South America,2,876
2023-06-08,Laptop,Eletronics,Europe,2,304
2024-04-03,Headphones,Acessorioes,South America,3,168
2023-10-09,Tablet,Eletronics,North America,2,122
2023-05-13,Tablet,Eletronics,Asia,2,968
2023-07-18,Tablet,Eletronics,Asia,1,291
2023-08-20,Phone,Eletronics,North America,1,1030
2023-11-19,Headphones,Acessorioes,North America,2,1094
2023-12-12,Phone,Eletronics,South America,2,2066
2024-09-24,Laptop,Eletronics,North America,5,3950
2024-02-26,Laptop,Eletronics,Asia,3,939
2024-05-16,Headphones,Acessorioes,North America,5,2960
2024-09-01,Headphones,Acessorioes,South America,3,2862
2023-11-25,Monitor,Eletronics,Asia,1,466
2023-06-21,Laptop,Eletronics,Asia,4,848
2023-04-26,Monitor,Eletronics,North America,2,790
2023-11-21,Headphones,Acessorioes,Asia,2,1320
2024-12-16,Headphones,Acessorioes,North America,1,446
2024-03-12,Phone,Eletronics,South America,1,217
2024-08-17,Monitor,Eletronics,Asia,2,1396
2024-03-09,Tablet,Eletronics,North America,4,4272
2024-01-10,Headphones,Acessorioes,North America,3,3189
2023-05-12,Tablet,Eletronics,Europe,1,891
2024-08-02,Phone,Eletronics,Asia,3,723
2023-12-28,Headphones,Acessorioes,South America,5,1650
2023-03-04,Monitor,Eletronics,North America,3,2064
2024-04-10,Laptop,Eletronics,Europe,3,3120
2024-08-13,Laptop,Eletronics,Europe,3,2139
2024-10-07,Phone,Eletronics,Asia,5,1455
2023-07-25,Phone,Eletronics,North America,1,1063
2023-08-28,Laptop,Eletronics,Asia,1,886
2023-07-09,Phone,Eletronics,North America,5,4105
2024-07-21,Tablet,Eletronics,Asia,2,2156
2024-11-10,Laptop,Eletronics,Europe,1,239
2024-06-05,Monitor,Eletronics,Asia,3,264
2024-11-19,Phone,Eletronics,Asia,2,352
2023-04-02,Laptop,Eletronics,Europe,1,1006
2023-09-12,Tablet,Eletronics,North America,4,4320
2023-04-01,Monitor,Eletronics,Asia,4,1556
2024-09-22,Phone,Eletronics,Europe,4,3044
2023-06-14,Tablet,Eletronics,North America,3,3237
2023-02-26,Laptop,Eletronics,Europe,3,3039
2024-10-28,Monitor,Eletronics,Europe,2,1796
2024-04-21,Monitor,Eletronics,South America,5,1650
2024-12-29,Tablet,Eletronics,North America,4,2172
2023-01-22,Tablet,Eletronics,Asia,5,840
2024-10-22,Laptop,Eletronics,Europe,2,1042
2023-09-11,Phone,Eletronics,Asia,2,1464
2024-05-18,Headphones,Acessorioes,Asia,1,221
2024-08-20,Tablet,Eletronics,North America,5,3465
2024-01-18,Phone,Eletronics,South America,2,816
2023-01-01,Laptop,Eletronics,North America,5,980
2023-01-10,Headphones,Acessorioes,Asia,4,2404
2023-01-28,Monitor,Eletronics,South America,3,1134
2024-04-14,Headphones,Acessorioes,North America,5,3185
2024-04-27,Headphones,Acessorioes,South America,1,526
2023-08-18,Phone,Eletronics,Europe,3,810
2023-02-08,Monitor,Eletronics,South America,2,876
2023-11-05,Laptop,Eletronics,Europe,4,436
2023-05-02,Laptop,Eletronics,Europe,1,840
2023-10-15,Laptop,Eletronics,South America,5,5495
2024-07-22,Headphones,Acessorioes,South America,1,715
2024-09-02,Laptop,Eletronics,North America,3,2319
2023-11-16,Tablet,Eletronics,Europe,3,972
2023-12-21,Headphones,Acessorioes,Europe,3,234
2023-11-23,Tablet,Eletronics,North America,4,4360
2024-09-08,Monitor,Eletronics,North America,2,1830
2024-11-03,Tablet,Eletronics,Asia,5,1055
2024-05-14,Phone,Eletronics,North America,3,2346
2024-01-26,Tablet,Eletronics,Asia,2,1450
2023-11-09,Phone,Eletronics,Europe,5,2375
2024-03-14,Tablet,Eletronics,South America,3,1671
2023-12-31,Tablet,Eletronics,Asia,2,202
2023-08-15,Phone,Eletronics,Asia,4,4200
2023-06-17,Tablet,Eletronics,South America,4,2504
2024-07-01,Tablet,Eletronics,Europe,4,3896
2024-08-16,Monitor,Eletronics,Asia,3,3285
2023-03-16,Laptop,Eletronics,Asia,5,4320
2024-12-26,Tablet,Eletronics,Asia,4,2708
2024-08-03,Monitor,Eletronics,South America,4,3364
2023-03-12,Laptop,Eletronics,North America,2,558
2024-09-15,Monitor,Eletronics,North America,3,189
2023-09-08,Tablet,Eletronics,Asia,4,2000
2024-12-25,Phone,Eletronics,Europe,3,1416
2023-10-28,Tablet,Eletronics,South America,4,2688
2023-09-19,Phone,Eletronics,South America,4,940
2024-11-30,Tablet,Eletronics,South America,5,3640
2023-12-04,Headphones,Acessorioes,North America,3,366
2024-05-10,Laptop,Eletronics,Asia,3,1611
2024-04-02,Phone,Eletronics,South America,5,5305
2023-12-03,Laptop,Eletronics,North America,5,1640
2023-01-21,Laptop,Eletronics,Asia,5,4620
2023-10-29,Laptop,Eletronics,Asia,4,3484
2023-02-24,Phone,Eletronics,South America,3,1206
2023-02-05,Tablet,Eletronics,South America,2,894
2023-01-05,Laptop,Eletronics,Asia,4,1904
2024-12-21,Headphones,Acessorioes,Europe,5,4825
2023-07-23,Phone,Eletronics,South America,5,2900
2023-04-18,Phone,Eletronics,South America,2,700
2023-02-16,Laptop,Eletronics,Europe,5,5075
2023-12-26,Laptop,Eletronics,South America,3,348
2024-09-24,Headphones,Acessorioes,North America,4,1544
2023-11-25,Tablet,Eletronics,South America,3,1152
2023-10-21,Headphones,Acessorioes,Asia,2,1182
2023-02-02,Phone,Eletronics,Asia,1,1026
2024-08-10,Laptop,Eletronics,Europe,5,3735
2023-11-24,Headphones,Acessorioes,South America,3,516
2023-12-09,Laptop,Eletronics,North America,4,3168
2023-06-12,Tablet,Eletronics,Europe,4,1964
2023-08-10,Tablet,Eletronics,Asia,3,321
2023-08-26,Laptop,Eletronics,South America,2,636
2023-03-17,Phone,Eletronics,Asia,4,2928
2024-10-13,Tablet,Eletronics,Asia,3,1431
2023-05-02,Tablet,Eletronics,North America,1,441
2023-12-28,Phone,Eletronics,North America,5,3150
2023-09-18,Phone,Eletronics,Asia,4,1152
2024-02-29,Headphones,Acessorioes,North America,4,1312
2023-08-02,Headphones,Acessorioes,South America,5,4410
2024-07-19,Headphones,Acessorioes,Europe,5,5140
2024-01-12,Tablet,Eletronics,Asia,5,4195
2023-06-26,Headphones,Acessorioes,Asia,2,1846
2024-09-06,Phone,Eletronics,South America,2,1898
2023-09-26,Laptop,Eletronics,Europe,2,114
2024-01-28,Tablet,Eletronics,South America,1,332
2024-07-22,Monitor,Eletronics,North America,4,2488
2024-09-02,Laptop,Eletronics,Asia,2,1174
2024-02-11,Phone,Eletronics,Asia,5,5300
2024-04-03,Tablet,Eletronics,Europe,1,323
2023-07-31,Headphones,Acessorioes,Europe,2,476
2024-01-30,Laptop,Eletronics,North America,4,344
2023-08-11,Tablet,Eletronics,South America,3,1314
2024-01-30,Phone,Eletronics,Europe,5,4400
2024-04-09,Headphones,Acessorioes,North America,5,350
2023-11-04,Phone,Eletronics,Asia,5,3775
2023-06-02,Monitor,Eletronics,Europe,5,1170
2023-04-26,Tablet,Eletronics,South America,2,1208
2024-06-28,Phone,Eletronics,North America,4,1100
2023-12-30,Phone,Eletronics,Asia,3,1482
2023-09-23,Phone,Eletronics,South America,5,1385
2024-04-08,Laptop,Eletronics,Europe,2,1328
2024-11-01,Tablet,Eletronics,North America,5,1955
2023-11-09,Laptop,Eletronics,North America,1,1061
2023-05-28,Phone,Eletronics,Asia,5,800
2023-02-07,Tablet,Eletronics,Asia,5,1715
2023-07-10,Headphones,Acessorioes,Asia,1,1064
2023-01-01,Headphones,Acessorioes,Europe,3,2328
2023-09-26,Phone,Eletronics,Europe,4,3404
2024-07-30,Monitor,Eletronics,Europe,1,980
2024-10-04,Laptop,Eletronics,North America,5,3800
2024-02-15,Tablet,Eletronics,South America,4,3660
2023-08-13,Laptop,Eletronics,South America,1,328
2023-03-13,Monitor,Eletronics,Asia,2,338
2024-07-11,Monitor,Eletronics,Europe,3,414
2024-04-11,Phone,Eletronics,North America,1,726
2023-03-31,Headphones,Acessorioes,Europe,4,828
2023-03-04,Monitor,Eletronics,Asia,5,4460
2023-01-12,Monitor,Eletronics,Asia,2,982
2024-09-15,Headphones,Acessorioes,South America,5,1865
2023-01-29,Phone,Eletronics,South America,3,2517
2024-11-11,Laptop,Eletronics,North America,5,5290
2023-01-09,Monitor,Eletronics,Europe,1,665
2024-11-06,Tablet,Eletronics,North America,4,3796
2024-06-04,Phone,Eletronics,South America,4,4204
2024-09-20,Tablet,Eletronics,North America,5,2665
2024-07-16,Phone,Eletronics,Europe,1,630
2023-12-12,Tablet,Eletronics,South America,4,2576
2024-07-23,Headphones,Acessorioes,Europe,2,408
2024-09-14,Phone,Eletronics,North America,4,584
2023-06-25,Laptop,Eletronics,Europe,4,2124
2023-11-07,Tablet,Eletronics,North America,3,1311
2023-08-28,Laptop,Eletronics,Europe,5,3170
2024-05-11,Headphones,Acessorioes,South America,2,1698
2023-03-09,Monitor,Eletronics,Asia,4,3552
2024-03-11,Laptop,Eletronics,North America,4,648
2024-08-22,Headphones,Acessorioes,South America,3,291
2023-02-27,Phone,Eletronics,North America,3,1542
2023-09-12,Monitor,Eletronics,South America,4,3352
2024-10-14,Laptop,Eletronics,North America,4,644
2024-05-22,Monitor,Eletronics,North America,5,4980
2024-01-30,Headphones,Acessorioes,Europe,5,2425
2023-07-16,Phone,Eletronics,Asia,5,1815
2024-09-15,Laptop,Eletronics,Europe,5,4750
2023-04-14,Laptop,Eletronics,Asia,4,3776
2023-09-03,Phone,Eletronics,South America,1,610
2024-02-27,Headphones,Acessorioes,North America,2,398
2024-06-06,Monitor,Eletronics,South America,1,1068
2024-11-08,Tablet,Eletronics,South America,2,2176
2024-01-14,Headphones,Acessorioes,Asia,3,3207
2023-12-24,Laptop,Eletronics,Asia,1,371
2023-08-18,Laptop,Eletronics,Europe,1,884
2023-08-31,Headphones,Acessorioes,South America,2,696
2024-05-29,Tablet,Eletronics,Asia,3,648
2024-10-02,Laptop,Eletronics,South America,1,400
2023-06-03,Laptop,Eletronics,Asia,5,2090
2024-04-27,Monitor,Eletronics,South America,4,3448
2024-05-08,Phone,Eletronics,South America,5,435
2024-04-04,Phone,Eletronics,South America,3,885
2023-02-18,Laptop,Eletronics,South America,5,5140
2023-07-08,Monitor,Eletronics,Asia,1,341
2023-12-04,Headphones,Acessorioes,North America,3,231
2023-12-07,Laptop,Eletronics,Europe,5,1800
2024-01-31,Tablet,Eletronics,Asia,3,624
2024-03-10,Phone,Eletronics,Asia,2,2130
2023-03-08,Phone,Eletronics,Asia,2,1998
2023-05-22,Laptop,Eletronics,Asia,4,1552
2023-04-27,Headphones,Acessorioes,Asia,1,202
2023-09-06,Monitor,Eletronics,South America,3,804
2024-08-05,Laptop,Eletronics,North America,5,3425
2023-04-14,Monitor,Eletronics,Europe,2,704
2024-09-13,Tablet,Eletronics,North America,5,1805
2023-08-02,Phone,Eletronics,Asia,2,2026
2024-12-30,Headphones,Acessorioes,South America,1,271
2023-06-16,Phone,Eletronics,Europe,1,558
2024-08-02,Tablet,Eletronics,North America,2,1746
2023-08-30,Laptop,Eletronics,Asia,4,256
2023-10-28,Headphones,Acessorioes,Europe,3,516
2023-01-01,Laptop,Eletronics,Asia,5,5050
2024-10-07,Phone,Eletronics,South America,5,3885
2023-09-16,Tablet,Eletronics,Asia,2,1588
2024-02-03,Phone,Eletronics,South America,5,4330
2024-05-31,Headphones,Acessorioes,South America,1,75
2024-10-08,Phone,Eletronics,North America,1,68
2023-03-31,Laptop,Eletronics,South America,5,1965
2023-11-12,Headphones,Acessorioes,North America,2,1746
2023-04-11,Tablet,Eletronics,Asia,5,3100
2023-01-16,Phone,Eletronics,South America,2,986
2024-12-31,Phone,Eletronics,Asia,1,390
2024-09-23,Monitor,Eletronics,North America,1,536
2024-10-03,Headphones,Acessorioes,Europe,1,192
2023-08-29,Phone,Eletronics,South America,1,434
2023-07-22,Tablet,Eletronics,North America,5,2775
2024-10-24,Tablet,Eletronics,North America,2,1664
2023-02-19,Headphones,Acessorioes,North America,5,1860
2023-07-09,Headphones,Acessorioes,Asia,1,1049
2023-07-18,Headphones,Acessorioes,South America,3,2568
2024-10-10,Phone,Eletronics,North America,5,4165
2024-03-12,Headphones,Acessorioes,North America,3,1776
2023-12-13,Tablet,Eletronics,Asia,5,3420
2024-04-25,Laptop,Eletronics,South America,1,373
2023-08-13,Phone,Eletronics,Asia,1,692
2024-02-15,Tablet,Eletronics,North America,3,1902
2023-08-24,Headphones,Acessorioes,Europe,4,3912
2024-12-12,Tablet,Eletronics,Europe,2,1772
2024-07-25,Phone,Eletronics,South America,2,1342
2023-09-10,Phone,Eletronics,Asia,3,2133
2023-12-26,Phone,Eletronics,Asia,2,2108
2023-03-26,Tablet,Eletronics,Asia,5,3580
2024-01-05,Monitor,Eletronics,Asia,1,681
2023-12-21,Tablet,Eletronics,Asia,3,996
2024-05-08,Monitor,Eletronics,North America,4,3148
2024-12-28,Monitor,Eletronics,South America,5,4485
2024-04-23,Laptop,Eletronics,South America,1,679
2023-10-10,Monitor,Eletronics,Europe,4,2636
2023-10-10,Monitor,Eletronics,Europe,3,393
2023-01-18,Laptop,Eletronics,South America,5,2635
2024-03-08,Tablet,Eletronics,Europe,3,2313
2023-05-01,Headphones,Acessorioes,North America,3,2061
2023-02-21,Headphones,Acessorioes,North America,2,1012
2024-02-23,Phone,Eletronics,Asia,1,362
2023-04-16,Laptop,Eletronics,North America,2,1018
2024-02-03,Headphones,Acessorioes,North America,5,2590
2023-06-28,Monitor,Eletronics,North America,3,1593
2023-09-09,Laptop,Eletronics,South America,4,3668
2024-10-19,Headphones,Acessorioes,Europe,5,1480
2023-11-09,Phone,Eletronics,Europe,5,1230
2024-12-16,Tablet,Eletronics,Europe,3,888
2023-06-24,Monitor,Eletronics,North America,4,3188
2024-08-04,Headphones,Acessorioes,Asia,4,4256
2024-12-30,Phone,Eletronics,Asia,3,522
2023-06-02,Headphones,Acessorioes,Asia,2,2056
2023-04-16,Monitor,Eletronics,Asia,1,264
2024-04-29,Headphones,Acessorioes,Europe,4,2812
2023-09-27,Tablet,Eletronics,Europe,3,1428
2024-09-21,Phone,Eletronics,North America,4,1940
2024-09-13,Tablet,Eletronics,North America,3,384
2023-10-01,Laptop,Eletronics,North America,3,963
2023-12-07,Laptop,Eletronics,North America,4,3436
2023-01-15,Monitor,Eletronics,North America,3,933
2023-07-01,Phone,Eletronics,North America,2,1746
2024-11-19,Monitor,Eletronics,Asia,1,608
2023-06-17,Headphones,Acessorioes,South America,1,694
2024-12-25,Laptop,Eletronics,Asia,3,2904
2024-11-07,Monitor,Eletronics,South America,1,737
2023-09-10,Headphones,Acessorioes,South America,1,555
2023-05-12,Laptop,Eletronics,Asia,2,1660
2024-12-08,Laptop,Eletronics,North America,2,1756
2024-01-28,Tablet,Eletronics,Asia,5,2995
2023-06-04,Laptop,Eletronics,Asia,4,1344
2024-03-31,Phone,Eletronics,Europe,3,1365
2024-07-13,Monitor,Eletronics,North America,5,3985
2024-04-10,Monitor,Eletronics,South America,3,2829
2023-04-09,Monitor,Eletronics,South America,1,924
2023-11-16,Monitor,Eletronics,Asia,5,4865
2023-08-13,Phone,Eletronics,Asia,3,3075
2023-03-22,Headphones,Acessorioes,Europe,1,715
2023-06-04,Tablet,Eletronics,Asia,3,2760
2024-04-23,Phone,Eletronics,Europe,4,4256
2024-03-23,Phone,Eletronics,North America,2,1840
2024-03-09,Laptop,Eletronics,South America,5,3030
2024-05-11,Headphones,Acessorioes,Europe,4,3976
2024-06-03,Monitor,Eletronics,Asia,1,915
2023-03-19,Phone,Eletronics,Europe,3,3279
2024-08-18,Monitor,Eletronics,Asia,3,2211
2024-07-15,Tablet,Eletronics,Europe,5,1250
2023-12-29,Headphones,Acessorioes,Europe,2,1440
2023-01-31,Tablet,Eletronics,Europe,2,136
2024-01-11,Phone,Eletronics,North America,4,1260
2024-08-12,Phone,Eletronics,South America,2,296
2023-03-25,Tablet,Eletronics,Asia,1,367
2024-09-28,Laptop,Eletronics,Europe,4,1024
2024-04-04,Phone,Eletronics,North America,5,5350
2023-05-04,Monitor,Eletronics,Asia,1,927
2023-10-01,Tablet,Eletronics,Asia,5,2655
2023-03-09,Laptop,Eletronics,North America,1,164
2023-05-17,Monitor,Eletronics,North America,4,3160
2024-06-09,Laptop,Eletronics,Europe,1,150
2023-09-10,Tablet,Eletronics,Europe,2,2188
2024-05-16,Tablet,Eletronics,Asia,5,300
2024-04-30,Phone,Eletronics,Europe,2,312
2024-04-08,Monitor,Eletronics,Europe,2,732
2023-08-01,Monitor,Eletronics,South America,3,2244
2024-06-11,Laptop,Eletronics,South America,1,1090
2023-05-08,Phone,Eletronics,Europe,5,5175
2023-09-23,Monitor,Eletronics,Asia,4,1292
2024-09-26,Laptop,Eletronics,Asia,1,240
2024-05-29,Monitor,Eletronics,North America,2,706
2024-07-19,Monitor,Eletronics,Europe,5,1485
2024-04-17,Laptop,Eletronics,Asia,4,2428
2023-10-24,Headphones,Acessorioes,North America,4,1560
2023-03-18,Tablet,Eletronics,North America,2,1408
2024-07-13,Laptop,Eletronics,North America,4,3696
2024-04-13,Phone,Eletronics,North America,3,3087
2024-03-22,Monitor,Eletronics,Europe,4,3940
2024-11-24,Laptop,Eletronics,Europe,5,4225
2023-12-22,Tablet,Eletronics,South America,4,3924
2023-12-24,Tablet,Eletronics,Asia,2,1934
2023-02-24,Monitor,Eletronics,North America,3,2931
2024-07-29,Tablet,Eletronics,South America,3,2997
2024-05-25,Monitor,Eletronics,Europe,4,488
2023-02-26,Monitor,Eletronics,Europe,2,2146
2023-10-11,Tablet,Eletronics,Europe,2,1032
2023-12-31,Tablet,Eletronics,North America,3,1614
2024-04-12,Monitor,Eletronics,South America,3,1191
2024-08-08,Laptop,Eletronics,Asia,3,306
2023-02-19,Headphones,Acessorioes,Europe,3,3012
2024-02-01,Monitor,Eletronics,South America,2,1268
2024-02-13,Headphones,Acessorioes,Asia,4,852
2023-09-18,Monitor,Eletronics,North America,3,1968
2023-03-20,Laptop,Eletronics,Asia,3,1167
2023-07-18,Laptop,Eletronics,Asia,1,1054
2024-12-21,Tablet,Eletronics,Europe,5,5420
2023-08-29,Monitor,Eletronics,Europe,2,280
2023-04-06,Headphones,Acessorioes,South America,5,3100
2023-05-18,Tablet,Eletronics,Europe,2,1698
